SJ_number,Species,sub_species,race,Kris_clade,cluster,my_clades,sample_type,lat,long,location,Drainage,City/road,County,State,temp_number,sample_number,field_number,Date_collected,Date extracted,Cytb_amp,ddRAD,ddRAD plate,filtered_out_95,Collector,University,Qubit_con_1(ng/ml),Fancy_number,Loan_number,strange_topology
LR01,C_venusta,venusta,Western_Gulf,West_tx,1,Texas,tissue,30.75393,-98.6761,Llano_river,Colorado,"Llano River at SHW16, below Llano City Lake damn",Llano,TX,13CVLR01,TCWC_16321.01_A,na,4/19/2013,12/9/2020,na,sent,1,no,"Conway, K.W., Kim, D.-M., & Krabbenhoft, T.",TXAM,14.5,C_ven_1038,na,no
LR02,C_venusta,venusta,Western_Gulf,West_tx,1,Texas,tissue,30.75393,-98.6761,Llano_river,Colorado,"Llano River at SHW16, below Llano City Lake damn",Llano,TX,13CVLR02,TCWC_16321.01_B,na,4/19/2013,12/9/2020,na,sent,1,no,"Conway, K.W., Kim, D.-M., & Krabbenhoft, T.",TXAM,15.4,C_ven_1039,na,no
LR04,C_venusta,venusta,Western_Gulf,West_tx,1,Texas,tissue,30.75393,-98.6761,Llano_river,Colorado,"Llano River at SHW16, below Llano City Lake damn",Llano,TX,13CVLR04,TCWC_16321.01_D,na,4/19/2013,12/9/2020,na,sent,1,no,"Conway, K.W., Kim, D.-M., & Krabbenhoft, T.",TXAM,20.5,C_ven_1041,na,no
DR01,C_venusta,venusta,Western_Gulf,West_tx,1,Texas,tissue,29.9671,-101.1492,Devils_river,Rio_Grande,"Devil's River at Bakers Crossing, FM163",Val_Verde,TX,13CVDR01,TCWC_16325.04_A,na,4/20/2013,12/9/2020,na,sent,1,no,"Conway, K.W., Kim, D.-M., & Krabbenhoft, T.",TXAM,12.4,C_ven_1042,na,no
DR04,C_venusta,venusta,Western_Gulf,West_tx,1,Texas,tissue,29.9671,-101.1492,Devils_river,Rio_Grande,"Devil's River at Bakers Crossing, FM166",Val_Verde,TX,13CVDR04,TCWC_16325.04_D,na,4/20/2013,12/9/2020,na,sent,1,no,"Conway, K.W., Kim, D.-M., & Krabbenhoft, T.",TXAM,12.2,C_ven_1045,na,no
RG02,C_venusta,venusta,Western_Gulf,West_tx,1,Texas,tissue,28.70851,-100.5097,Rio_Grande_river,Rio_Grande,"Rio Grande at Shelby Park boatramp, Eagle Pass",Maverick,TX,17CVRG02,TCWC_17564.13_B,na,3/21/2017,12/9/2020,na,sent,1,no,"Conway, K.W., Prestridge, H.L., Kubicek, K., & Pinion, A.K.",TXAM,19,C_ven_1054,na,no
RG03,C_venusta,venusta,Western_Gulf,West_tx,1,Texas,tissue,28.70851,-100.5097,Rio_Grande_river,Rio_Grande,"Rio Grande at Shelby Park boatramp, Eagle Pass",Maverick,TX,17CVRG03,TCWC_17564.13_C,na,3/21/2017,12/9/2020,na,sent,1,no,"Conway, K.W., Prestridge, H.L., Kubicek, K., & Pinion, A.K.",TXAM,18.1,C_ven_1055,na,no
PA01,C_venusta,venusta,Western_Gulf,East_tx-West_tx,1,Texas,tissue,32.352665,-98.01683,Paluxy_River,Brazos,"Paluxy River at TX highway 377 bridge, less than 1 mile east of Bluff Dale",Erath,TX,21CVPA01,147845,6142,3/2/2005,2/5/2021,na,sent,1,no,"Robins, Robert; Page, Lawrence; Thomson, A",FLMNH_Ichthyology,8.89,C_ven_1084,na,no
CR02,C_venusta,venusta,Western_Gulf,West_tx,1,Texas,tissue,30.33932,-98.4917,North_Grape_Creek,Colorado,North Grape Creek at RM road 1320; 2mi SW Sandy,Blanco,TX,21CVCR02,49531-2,na,3/7/2003,3/31/2021,na,sent,2,no,"Lang, N",UAIC,na,C_ven_1114,na,no
GR01,C_venusta,venusta,Western_Gulf,West_tx,1,Texas,tissue,29.72324,-99.06823,Medina_River,Guadalupe,Medina River at TX Hwy 173; Bandera,Bandera,TX,21CVGR01,49532-1,na,1/1/2003,4/6/2021,na,sent,2,no,"Lang, N",UAIC,na,C_ven_1136,na,no
BR03,C_venusta,venusta,Western_Gulf,East_tx-West_tx,1,Texas,tissue,30.94401,-97.53651,Salado_creek,Brazos,Salado Creek at FM Rd. 2268; Salado,Bell,TX,21CVBR03,49534-1,na,10/27/2004,4/7/2021,na,sent,2,no,"Lang, N",UAIC,na,C_ven_1138,na,no
BR04,C_venusta,venusta,Western_Gulf,East_tx-West_tx,1,Texas,tissue,30.94401,-97.53651,Salado_creek,Brazos,Salado Creek at FM Rd. 2268; Salado,Bell,TX,21CVBR04,49534-2,na,10/27/2004,4/7/2021,na,sent,2,no,"Lang, N",UAIC,na,C_ven_1139,na,no
FO02,C_venusta,venusta,Western_Gulf,West_tx,1,Texas,tissue,29.481883,31.6386,Frio_River,Frio,Frio River near Concan,Uvalde,TX,21CVFO02,TNHC-FT_2898,TNHC#69294,7/13/2017,5/14/2021,na,sent,2,no,"Braun, Christopher; MacDonald, Alec; Langhorst, Monica; Umphres, George; Cooper",TNHC,na,C_ven_1193,2021-04,no
CR03,C_venusta,venusta,Western_Gulf,West_tx,1,Texas,tissue,30.6445,-99.256,James_River,Colorado,James River just above mouth on Gene Zesch property within 100m reach,Mason,TX,21CVCR03,TNHC-FT_184,TNHC#47571,2/21/2011,5/15/2021,na,sent,2,no,"Hendrickson, Dean; Cohen, Adam; Labay, Benjamin L.; Harrison, Jeremy",TNHC,na,C_ven_1198,2021-04,no
CR04,C_venusta,venusta,Western_Gulf,West_tx,1,Texas,tissue,30.6445,-99.256,James_River,Colorado,James River just above mouth on Gene Zesch property within 100m reach,Mason,TX,21CVCR04,TNHC-FT_185,TNHC#47571,2/21/2011,5/15/2021,na,sent,2,no,"Hendrickson, Dean; Cohen, Adam; Labay, Benjamin L.; Harrison, Jeremy",TNHC,na,C_ven_1199,2021-04,no
CR05,C_venusta,venusta,Western_Gulf,West_tx,1,Texas,tissue,30.4824,-99.3858,Little_Devils_River,Colorado,Little Devils River at CR 4301 (lowest crossing),Kimble,TX,21CVCR05,TNHC-FT_77,TNHC#47584,2/20/2011,5/15/2021,na,sent,2,no,"Hendrickson, Dean; Cohen, Adam; Labay, Benjamin L.; Harrison, Jeremy",TNHC,na,C_ven_1200,2021-04,no
CR06,C_venusta,venusta,Western_Gulf,West_tx,1,Texas,tissue,30.4824,-99.3858,Little_Devils_River,Colorado,Little Devils River at CR 4301 (lowest crossing),Kimble,TX,21CVCR06,TNHC-FT_76,TNHC#47584,2/20/2011,5/15/2021,na,sent,2,no,"Hendrickson, Dean; Cohen, Adam; Labay, Benjamin L.; Harrison, Jeremy",TNHC,na,C_ven_1201,2021-04,no
CR07,C_venusta,venusta,Western_Gulf,West_tx,1,Texas,tissue,30.4824,-99.3858,Little_Devils_River,Colorado,Little Devils River at CR 4301 (lowest crossing),Kimble,TX,21CVCR07,TNHC-FT_78,TNHC#47584,2/20/2011,5/15/2021,na,sent,2,no,"Hendrickson, Dean; Cohen, Adam; Labay, Benjamin L.; Harrison, Jeremy",TNHC,na,C_ven_1202,2021-04,no
NR01,C_venusta,cercostigma,Eastern_Gulf,unknown,2,Mid_Gulf,whole_sp,30.505533,-90.546141,Natalby_River,Pontchartrain,US_Highway_190,Tangipahoa,LA,20CVNR01,na,na,9/7/2020,10/14/2020,12/14/2020,sent,1,no,"Johnson, Sherman, Piller",SELU,13.4,C_ven_1006,na,no
NR05,C_venusta,cercostigma,Eastern_Gulf,unknown,2,Mid_Gulf,whole_sp,30.505533,-90.546141,Natalby_River,Pontchartrain,US_Highway_190,Tangipahoa,LA,20CVNR05,na,na,9/7/2020,10/14/2020,12/14/2020,sent,1,no,"Johnson, Sherman, Piller",SELU,5.93,C_ven_1010,na,no
NR06,C_venusta,cercostigma,Eastern_Gulf,unknown,2,Mid_Gulf,whole_sp,30.505533,-90.546141,Natalby_River,Pontchartrain,US_Highway_190,Tangipahoa,LA,20CVNR06,na,na,9/7/2020,10/14/2020,12/14/2020,sent,1,no,"Johnson, Sherman, Piller",SELU,6.61,C_ven_1011,na,no
PR01,C_venusta,cercostigma,Eastern_Gulf,Pearl_Pascagoula,2,Mid_Gulf,whole_sp,31.5744444,-90.12972222,Pearl_River,Pearl,na,Lawrence,MS,20CVPR01,na,na,9/10/2020,11/4/2020,12/14/2020,sent,1,no,Piller,SELU,31.8,C_ven_1016,na,no
PR03,C_venusta,cercostigma,Eastern_Gulf,Pearl_Pascagoula,2,Mid_Gulf,whole_sp,31.5744444,-90.12972222,Pearl_River,Pearl,na,Lawrence,MS,20CVPR03,na,na,9/10/2020,11/4/2020,12/14/2020,sent,1,no,Piller,SELU,14.4,C_ven_1018,na,no
PR04,C_venusta,cercostigma,Eastern_Gulf,Pearl_Pascagoula,2,Mid_Gulf,whole_sp,31.5744444,-90.12972222,Pearl_River,Pearl,na,Lawrence,MS,20CVPR04,na,na,9/10/2020,11/4/2020,12/14/2020,sent,1,no,Piller,SELU,29.7,C_ven_1019,na,no
PR05,C_venusta,cercostigma,Eastern_Gulf,Pearl_Pascagoula,2,Mid_Gulf,whole_sp,31.5744444,-90.12972222,Pearl_River,Pearl,na,Lawrence,MS,20CVPR05,na,na,9/10/2020,11/4/2020,12/14/2020,sent,1,no,Piller,SELU,21,C_ven_1020,na,no
PR06,C_venusta,cercostigma,Eastern_Gulf,Pearl_Pascagoula,2,Mid_Gulf,whole_sp,31.5744444,-90.12972222,Pearl_River,Pearl,na,Lawrence,MS,20CVPR06,na,na,9/10/2020,11/4/2020,12/14/2020,sent,1,no,Piller,SELU,19.9,C_ven_1021,na,no
PR07,C_venusta,cercostigma,Eastern_Gulf,Pearl_Pascagoula,2,Mid_Gulf,whole_sp,31.5744444,-90.12972222,Pearl_River,Pearl,na,Lawrence,MS,20CVPR07,na,na,9/10/2020,11/4/2020,12/14/2020,sent,1,no,Piller,SELU,28.1,C_ven_1022,na,no
PR09,C_venusta,cercostigma,Eastern_Gulf,Pearl_Pascagoula,2,Mid_Gulf,whole_sp,31.5744444,-90.12972222,Pearl_River,Pearl,na,Lawrence,MS,20CVPR09,na,na,9/10/2020,11/4/2020,12/14/2020,sent,1,no,Piller,SELU,38.4,C_ven_1024,na,no
PR10,C_venusta,cercostigma,Eastern_Gulf,Pearl_Pascagoula,2,Mid_Gulf,whole_sp,31.5744444,-90.12972222,Pearl_River,Pearl,na,Lawrence,MS,20CVPR10,na,na,9/10/2020,11/4/2020,12/14/2020,sent,1,no,Piller,SELU,14,C_ven_1025,na,no
TB02,C_venusta,stigmatura,Stigmatura,Mobile,2,Mobile,tissue,34.022197,-88.503259,Eastern_Fork_Tombigbee,Tombigbee,Bigbee,Monroe,MS,20CVTB02,na,na,11/16/2020,1/12/2021,na,sent,1,no,Matthew Wagner,Mississippi_Museum_of_Natural_Science,3.33,C_ven_1080,na,no
TB04,C_venusta,stigmatura,Stigmatura,Mobile,2,Mobile,tissue,34.022197,-88.503259,Eastern_Fork_Tombigbee,Tombigbee,Bigbee,Monroe,MS,20CVTB04,na,na,11/16/2020,1/12/2021,na,sent,1,no,Matthew Wagner,Mississippi_Museum_of_Natural_Science,10.7,C_ven_1082,na,no
TB05,C_venusta,stigmatura,Stigmatura,Mobile,2,Mobile,tissue,34.022197,-88.503259,Eastern_Fork_Tombigbee,Tombigbee,Bigbee,Monroe,MS,20CVTB05,na,na,11/16/2020,1/12/2021,na,sent,1,no,Matthew Wagner,Mississippi_Museum_of_Natural_Science,3.68,C_ven_1083,na,no
TL03,C_venusta,stigmatura,Stigmatura,Mobile,2,Mobile,tissue,32.65797,-85.45903,Sougahatchee_creek,Tallapoosa,Sougahatchee Creek at Hwy 280 3mi N Auburn,Lee,AL,21CVTL03,49519-3,na,12/16/2003,3/31/2021,na,sent,2,no,"Lang, N",UAIC,na,C_ven_1117,na,no
TL05,C_venusta,stigmatura,Stigmatura,Mobile,2,Mobile,tissue,32.65797,-85.45903,Sougahatchee_creek,Tallapoosa,Sougahatchee Creek at Hwy 280 3mi N Auburn,Lee,AL,21CVTL05,49519-5,na,12/16/2003,3/31/2021,na,sent,2,no,"Lang, N",UAIC,na,C_ven_1119,na,no
TL06,C_venusta,stigmatura,Stigmatura,Mobile,2,Mobile,tissue,32.65797,-85.45903,Sougahatchee_creek,Tallapoosa,Sougahatchee Creek at Hwy 280 3mi N Auburn,Lee,AL,21CVTL06,49519-6,na,12/16/2003,3/31/2021,na,sent,2,no,"Lang, N",UAIC,na,C_ven_1120,na,no
CO04,C_venusta,stigmatura,Stigmatura,Mobile,2,Mobile,tissue,34.12711,-85.66415,Terrapin_creek,Coosa_River,Unamed tributary to Terrapin Creek off AL Hwy 9,Cherokee,AL,21CVCO04,49511-1,na,1/19/2021,4/7/2021,na,sent,2,no,"Pugh, Worth; O'Neil, Patrick; Aycock, Nathan",UAIC,na,C_ven_1131,na,no
CO06,C_venusta,stigmatura,Stigmatura,Mobile,2,Mobile,tissue,34.12711,-85.66415,Terrapin_creek,Coosa_River,Unamed tributary to Terrapin Creek off AL Hwy 11,Cherokee,AL,21CVCO06,49511-3,na,1/19/2021,4/7/2021,na,sent,2,no,"Pugh, Worth; O'Neil, Patrick; Aycock, Nathan",UAIC,na,C_ven_1133,na,no
CO08,C_venusta,stigmatura,Stigmatura,Mobile,2,Mobile,tissue,34.12711,-85.66415,Terrapin_creek,Coosa_River,Unamed tributary to Terrapin Creek off AL Hwy 13,Cherokee,AL,21CVCO08,49511-5,na,1/19/2021,4/7/2021,na,sent,2,no,"Pugh, Worth; O'Neil, Patrick; Aycock, Nathan",UAIC,na,C_ven_1135,na,no
TL08,C_venusta,stigmatura,Stigmatura,Mobile,2,Mobile,tissue,32.47737,-85.69549,Uphapee_creek,Tallapoosa,"Uphapee Creek, at Hwy 81 bridge",Macon,AL,21CVTL08,AUFT_26,na,6/29/2012,5/13/2021,na,sent,2,no,"J.W. Armbruster, C.K. Ray, M.M. Hayes, Hamalosmanoglu",AUM,na,C_ven_1159,2021_002,no
TL09,C_venusta,stigmatura,Stigmatura,Mobile,2,Mobile,tissue,32.47737,-85.69549,Uphapee_creek,Tallapoosa,"Uphapee Creek, at Hwy 81 bridge",Macon,AL,21CVTL09,AUFT_30,na,6/29/2012,5/13/2021,na,sent,2,no,"J.W. Armbruster, C.K. Ray, M.M. Hayes, Hamalosmanoglu",AUM,na,C_ven_1160,2021_002,no
TB06,C_venusta,stigmatura,Stigmatura,Mobile,2,Mobile,tissue,32.43869,-88.33763,Alamuchee_creek,Tombigbee,"Alamuchee Creek, at Hwy 80, 3.8 km ENE of Cuba",Sumter,AL,21CVTB06,AUFT_827,DCW_16_04,11/11/2016,5/14/2021,na,sent,2,no,"D.C. Werneke, J.W. Armbruster",AUM,na,C_ven_1168,2021_002,no
TB07,C_venusta,stigmatura,Stigmatura,Mobile,2,Mobile,tissue,32.43869,-88.33763,Alamuchee_creek,Tombigbee,"Alamuchee Creek, at Hwy 80, 3.8 km ENE of Cuba",Sumter,AL,21CVTB07,AUFT_828,DCW_16_04,11/11/2016,5/14/2021,na,sent,2,no,"D.C. Werneke, J.W. Armbruster",AUM,na,C_ven_1169,2021_002,no
BW02,C_venusta,stigmatura,Stigmatura,Mobile,2,Mobile,tissue,33.61273,-87.60509,North_River,Black_Warrior,"Cedar creek, at CR 63, 5.53 km S of Berry",Fayette,AL,21CVBW02,AUFT_7877,CKR_108_11,10/16/2011,5/13/2021,na,sent,2,no,"J.W. Armbruster, C.K. Ray, S. Ferdous, M. Tan, M.M. Hayes",AUM,na,C_ven_1174,2021_002,no
BW03,C_venusta,stigmatura,Stigmatura,Mobile,2,Mobile,tissue,33.61273,-87.60509,North_River,Black_Warrior,"Cedar creek, at CR 63, 5.53 km S of Berry",Fayette,AL,21CVBW03,AUFT_7878,CKR_108_11,10/16/2011,5/13/2021,na,sent,2,no,"J.W. Armbruster, C.K. Ray, S. Ferdous, M. Tan, M.M. Hayes",AUM,na,C_ven_1175,2021_002,no
BC02,C_venusta,venusta,Western_Gulf,unknown,3,Mississippi,fin_clip,36.604682,-88.8167,Bayou_du_Chien,Mississippi_KY,Rt_1283,Hickman,KY,2189,na,KROP06_17,na,8/11/2020,10/22/2020,sent,1,no,Piller,SELU,4.8,C_ven_1002,na,no
BC03,C_venusta,venusta,Western_Gulf,unknown,3,Mississippi,fin_clip,36.604682,-88.8167,Bayou_du_Chien,Mississippi_KY,Rt_1283,Hickman,KY,2190,na,KROP06_17,na,8/11/2020,10/22/2020,sent,1,no,Piller,SELU,9.44,C_ven_1003,na,no
BC05,C_venusta,venusta,Western_Gulf,unknown,3,Mississippi,fin_clip,36.604682,-88.8167,Bayou_du_Chien,Mississippi_KY,Rt_1283,Hickman,KY,2193,na,KROP06_17,na,8/11/2020,10/22/2020,sent,1,no,Piller,SELU,11.6,C_ven_1005,na,no
SC01,C_venusta,venusta,Red_Lower_Miss,Mississippi,3,Mississippi,whole_sp,30.916173,-91.3869,Scotts_creek,Mississippi_LA,Off Island road northwest of Wakefield,West_Feliciana,LA,20CVSC01,na,na,10/16/2020,11/21/2020,12/12/2020,sent,1,no,"Johnson, Sherman, Piller",SELU,28.7,C_ven_1026,na,no
SC02,C_venusta,venusta,Red_Lower_Miss,Mississippi,3,Mississippi,whole_sp,30.916173,-91.3869,Scotts_creek,Mississippi_LA,Off Island road northwest of Wakefield,West_Feliciana,LA,20CVSC02,na,na,10/16/2020,11/21/2020,12/12/2020,sent,1,no,"Johnson, Sherman, Piller",SELU,29.4,C_ven_1027,na,no
SC03,C_venusta,venusta,Red_Lower_Miss,Mississippi,3,Mississippi,whole_sp,30.916173,-91.3869,Scotts_creek,Mississippi_LA,Off Island road northwest of Wakefield,West_Feliciana,LA,20CVSC03,na,na,10/16/2020,11/21/2020,12/12/2020,sent,1,no,"Johnson, Sherman, Piller",SELU,21.6,C_ven_1028,na,no
SC04,C_venusta,venusta,Red_Lower_Miss,Mississippi,3,Mississippi,whole_sp,30.916173,-91.3869,Scotts_creek,Mississippi_LA,Off Island road northwest of Wakefield,West_Feliciana,LA,20CVSC04,na,na,10/16/2020,11/21/2020,12/12/2020,sent,1,no,"Johnson, Sherman, Piller",SELU,35,C_ven_1029,na,no
SC05,C_venusta,venusta,Red_Lower_Miss,Mississippi,3,Mississippi,whole_sp,30.916173,-91.3869,Scotts_creek,Mississippi_LA,Off Island road northwest of Wakefield,West_Feliciana,LA,20CVSC05,na,na,10/16/2020,11/21/2020,12/12/2020,sent,1,no,"Johnson, Sherman, Piller",SELU,34.8,C_ven_1030,na,no
SC06,C_venusta,venusta,Red_Lower_Miss,Mississippi,3,Mississippi,whole_sp,30.916173,-91.3869,Scotts_creek,Mississippi_LA,Off Island road northwest of Wakefield,West_Feliciana,LA,20CVSC06,na,na,10/16/2020,11/21/2020,12/12/2020,sent,1,no,"Johnson, Sherman, Piller",SELU,25.7,C_ven_1031,na,no
SC08,C_venusta,venusta,Red_Lower_Miss,Mississippi,3,Mississippi,whole_sp,30.916173,-91.3869,Scotts_creek,Mississippi_LA,Off Island road northwest of Wakefield,West_Feliciana,LA,20CVSC08,na,na,10/16/2020,11/21/2020,12/11/2020,sent,1,no,"Johnson, Sherman, Piller",SELU,25.7,C_ven_1033,na,no
SC09,C_venusta,venusta,Red_Lower_Miss,Mississippi,3,Mississippi,whole_sp,30.916173,-91.3869,Scotts_creek,Mississippi_LA,Off Island road northwest of Wakefield,West_Feliciana,LA,20CVSC09,na,na,10/16/2020,11/21/2020,12/11/2020,sent,1,no,"Johnson, Sherman, Piller",SELU,14.2,C_ven_1034,na,no
SC11,C_venusta,venusta,Red_Lower_Miss,Mississippi,3,Mississippi,whole_sp,30.916173,-91.3869,Scotts_creek,Mississippi_LA,Off Island road northwest of Wakefield,West_Feliciana,LA,20CVSC11,na,na,10/16/2020,11/21/2020,12/11/2020,sent,1,no,"Johnson, Sherman, Piller",SELU,26.4,C_ven_1036,na,no
SC12,C_venusta,venusta,Red_Lower_Miss,Mississippi,3,Mississippi,whole_sp,30.916173,-91.3869,Scotts_creek,Mississippi_LA,Off Island road northwest of Wakefield,West_Feliciana,LA,20CVSC12,na,na,10/16/2020,11/21/2020,12/11/2020,sent,1,no,"Johnson, Sherman, Piller",SELU,9.39,C_ven_1037,na,no
NU01,C_venusta,venusta,Western_Gulf,West_tx,3,Texas,tissue,29.61777,-100.0091,Nueces_river,Nueces,Nueces River at FM55,Uvalde,TX,13CVNU01,TCWC_16326.06_A,na,4/20/2013,12/9/2020,na,sent,1,no,"Conway, K.W., Kim, D.-M., & Krabbenhoft, T.",TXAM,8.19,C_ven_1047,na,no
RR01,C_venusta,venusta,Red_Lower_Miss,unknown,3,Mississippi,tissue,34.250776,-96.550193,Blue_River,Red_River,"Blue River at OK 48a, ~1.0 km N of Milburn",Johnston,OK,04CVRR01,TJN_2799,na,6/1/2004,1/16/2021,na,sent,2,no,"Near, T., Watkins_Cowell, G.",Yale,4.65,C_ven_1060,na,no
RR03,C_venusta,venusta,Red_Lower_Miss,unknown,3,Mississippi,tissue,34.250776,-96.550193,Blue_River,Red_River,"Blue River at OK 48a, ~1.0 km N of Milburn",Johnston,OK,04CVRR03,TJN_2801,na,6/1/2004,1/16/2021,na,sent,2,no,"Near, T., Watkins_Cowell, G.",Yale,13.2,C_ven_1062,na,no
RR04,C_venusta,venusta,Red_Lower_Miss,unknown,na,Texas,tissue,34.250776,-96.550193,Blue_River,Red_River,"Blue River at OK 48a, ~1.0 km N of Milburn",Johnston,OK,04CVRR04,TJN_2802,na,6/1/2004,1/16/2021,na,sent,2,no,"Near, T., Watkins_Cowell, G.",Yale,5.48,C_ven_1063,na,yes
RR05,C_venusta,venusta,Red_Lower_Miss,unknown,3,Mississippi,tissue,34.250776,-96.550193,Blue_River,Red_River,"Blue River at OK 48a, ~1.0 km N of Milburn",Johnston,OK,04CVRR05,TJN_2803,na,6/1/2004,1/16/2021,na,sent,2,no,"Near, T., Watkins_Cowell, G.",Yale,5.53,C_ven_1064,na,no
SR01,C_venusta,venusta,Western_Gulf,East_tx,3,Texas,tissue,31.017425,-93.651515,McGraw_Creek,Sabine,McGraw Creek at St. Rt. 60 approx. 1 mi NE Burkeville,Newton,TX,05CVSR01,TJN_4942,na,3/12/2005,1/16/2021,na,sent,1,no,"Near, T., Watkins_Cowell, G.",Yale,6.3,C_ven_1065,na,no
BB01,C_venusta,venusta,Red_Lower_Miss,Mississippi,3,Mississippi,tissue,33.468605,-89.3714,Big Black River,Big_Black_River,Eupora,Webster,MS,20CVBB01,na,na,11/16/2020,1/19/2021,na,sent,1,no,Matthew Wagner,Mississippi_Museum_of_Natural_Science,11.1,C_ven_1077,na,no
BB02,C_venusta,venusta,Red_Lower_Miss,Mississippi,3,Mississippi,tissue,33.468605,-89.3714,Big Black River,Big_Black_River,Eupora,Webster,MS,20CVBB02,na,na,11/16/2020,1/19/2021,na,sent,1,no,Matthew Wagner,Mississippi_Museum_of_Natural_Science,39.1,C_ven_1078,na,no
RR06,C_venusta,venusta,Red_Lower_Miss,unknown,3,Mississippi,tissue,34.50571,-97.0697,Dry_sandy_creek,Red_River,"Dry sandy creek at OK Hwy 7, 3mi W Sulphur",Murray,OK,21CVRR06,49528-1,na,2/21/2003,3/24/2021,na,sent,2,no,"Lang, N",UAIC,na,C_ven_1104,na,no
RR08,C_venusta,venusta,Red_Lower_Miss,unknown,3,Mississippi,tissue,34.50571,-97.0697,Dry_sandy_creek,Red_River,"Dry sandy creek at OK Hwy 7, 3mi W Sulphur",Murray,OK,21CVRR08,49528-3,na,2/21/2003,3/24/2021,na,sent,2,no,"Lang, N",UAIC,na,C_ven_1106,na,no
HO01,C_venusta,venusta,Red_Lower_Miss,Mississippi,3,Mississippi,tissue,31.48239,-90.91488,Fork_Homochitto_River,Mississippi_MS,Middle Fork Homochitto River at McNair Road; N Hwy 84 1mi WSW Meadville,Franklin,MS,21CVHO01,49525-1,na,10/28/2004,3/24/2021,na,sent,2,no,"Lang, N",UAIC,na,C_ven_1122,na,no
HO02,C_venusta,venusta,Red_Lower_Miss,Mississippi,3,Mississippi,tissue,31.48239,-90.91488,Fork_Homochitto_River,Mississippi_MS,Middle Fork Homochitto River at McNair Road; N Hwy 84 1mi WSW Meadville,Franklin,MS,21CVHO02,49525-2,na,10/28/2004,3/24/2021,na,sent,2,no,"Lang, N",UAIC,na,C_ven_1123,na,no
SR02,C_venusta,venusta,Western_Gulf,East_tx,3,Texas,tissue,31.14117,-93.52009,Sandy_Creek,Sabine,Sandy creek at LA Hwy 111; 6 mi NNW Burr Ferry,Veron,LA,21CVSR02,49524,na,12/29/2001,3/31/2021,na,sent,2,no,"Lang, N",UAIC,na,C_ven_1127,na,no
AK03,C_venusta,venusta,Red_Lower_Miss,Mississippi,3,Mississippi,tissue,35.22155,-93.14975,Arkansas_river,Arkansas_River,Arkansas river at AR Hwy 7; city park in Dardanelle,Yell,AK,21CVAK03,49520-1,na,5/6/2005,3/24/2021,na,sent,2,no,"Neely, Dave; Unmack, P",UAIC,na,C_ven_1129,na,no
SF01,C_venusta,venusta,Western_Gulf,unknown,3,Mississippi,tissue,36.6619,-90.1396,St_Francis_River,St_Francis_River,St. Francis River at MO Hwy U 2.5mi W Powe,Butler,MO,21CVSF01,49526-1,na,5/30/2003,4/6/2021,na,sent,2,no,"Lang, N",UAIC,na,C_ven_1142,na,no
OU02,C_venusta,venusta,Western_Gulf,Mississippi,3,Mississippi,tissue,33.2954,-92.0083,Saline_river,Ouachita,Saline River at Moores Mill,Bradley,AK,21CVOU02,49522-1,na,6/10/2005,4/6/2021,na,sent,2,no,"Neely, Dave; Unmack, P; AGFD",UAIC,na,C_ven_1148,na,no
OU04,C_venusta,venusta,Western_Gulf,Mississippi,3,Mississippi,tissue,33.2954,-92.0083,Saline_river,Ouachita,Saline River at Moores Mill,Bradley,AK,21CVOU04,49522-3,na,6/10/2005,4/6/2021,na,sent,2,no,"Neely, Dave; Unmack, P; AGFD",UAIC,na,C_ven_1150,na,no
OU05,C_venusta,venusta,Western_Gulf,Mississippi,3,Mississippi,tissue,33.2954,-92.0083,Saline_river,Ouachita,Saline River at Moores Mill,Bradley,AK,21CVOU05,49522-4,na,6/10/2005,4/6/2021,na,sent,2,no,"Neely, Dave; Unmack, P; AGFD",UAIC,na,C_ven_1151,na,no
WR03,C_venusta,venusta,Western_Gulf,unknown,3,Mississippi,tissue,35.92294,-90.7004,Mud_creek,White_River,"Mud creek at county Rd. 773, approx. 5.5 miles N of Jonesboro",Craighead,AK,21CVWR03,ASUFT-2015-1,na,1/28/2015,3/13/2021,na,sent,2,no,"BL Fluker, LT Hass, GK Payne",ASUMZ,na,C_ven_1152,na,no
WR04,C_venusta,venusta,Western_Gulf,unknown,3,Mississippi,tissue,35.92294,-90.7004,Mud_creek,White_River,"Mud creek at county Rd. 773, approx. 5.5 miles N of Jonesboro",Craighead,AK,21CVWR04,ASUFT-2015-2,na,1/28/2015,3/13/2021,na,sent,2,no,"BL Fluker, LT Hass, GK Payne",ASUMZ,na,C_ven_1153,na,no
WR05,C_venusta,venusta,Western_Gulf,unknown,3,Mississippi,tissue,35.92294,-90.7004,Mud_creek,White_River,"Mud creek at county Rd. 773, approx. 5.5 miles N of Jonesboro",Craighead,AK,21CVWR05,ASUFT-2015-3,na,1/28/2015,3/13/2021,na,sent,2,no,"BL Fluker, LT Hass, GK Payne",ASUMZ,na,C_ven_1154,na,no
CB01,C_venusta,venusta,Western_Gulf,East_tx-West_tx,3,Texas,tissue,29.76084,-96.20554,Little_Bernard_Creek,Brazos_Colorado_Coastal,Little Bernard Creek at I-10,Austin,TX,21CVCB01,TNHC-FT_2213,TNHC#69860,4/16/2019,5/14/2021,na,sent,2,no,"Cohen, Adam; Casarez, Melissa; Rash, Ryan",TNHC,na,C_ven_1194,2021-04,no
